"ProcedureName","CallerModule","LineNumber","LineText"
"SetDisplayValueIfPresent","modAppDashboardService","32","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_TENANT, ResolveTenantStatusText()"
"ResolveUserStatusText","modAppDashboardService","33","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_USER, ResolveUserStatusText()"
"SetDisplayValueIfPresent","modAppDashboardService","33","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_USER, ResolveUserStatusText()"
"ResolveBackendStatusText","modAppDashboardService","34","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_BACKEND, ResolveBackendStatusText()"
"SetDisplayValueIfPresent","modAppDashboardService","34","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_BACKEND, ResolveBackendStatusText()"
"ResolveFrameworkStatusText","modAppDashboardService","35","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_FRAMEWORK, ResolveFrameworkStatusText()"
"SetDisplayValueIfPresent","modAppDashboardService","35","SetDisplayValueIfPresent dashboardForm, CONTROL_CARD_FRAMEWORK, ResolveFrameworkStatusText()"
"RefreshDashboard","modAppDashboardService","37","RefreshDashboard = True"
"LogInfo","modAppDashboardService","39","modLoggingHandler.LogInfo MODULE_NAME & "".RefreshDashboard"", _"
"RefreshDashboard","modAppDashboardService","39","modLoggingHandler.LogInfo MODULE_NAME & "".RefreshDashboard"", _"
"RefreshDashboard","modAppDashboardService","44","RefreshDashboard = False"
"HandleError","modAppDashboardService","45","modErrorHandler.HandleError MODULE_NAME, ""RefreshDashboard"", Err"
"RefreshDashboard","modAppDashboardService","45","modErrorHandler.HandleError MODULE_NAME, ""RefreshDashboard"", Err"
"SetCaptionIfPresent","modAppDashboardService","51","SetCaptionIfPresent dashboardForm, LABEL_CARD_TENANT, ""FORM.FRMAPPDASHBOARD.TENANT"", ""Mandant"""
"SetCaptionIfPresent","modAppDashboardService","52","SetCaptionIfPresent dashboardForm, LABEL_CARD_USER, ""FORM.FRMAPPDASHBOARD.USER"", ""Benutzer"""
"SetCaptionIfPresent","modAppDashboardService","53","SetCaptionIfPresent dashboardForm, LABEL_CARD_BACKEND, ""FORM.FRMAPPDASHBOARD.BACKEND"", ""Backend"""
"SetCaptionIfPresent","modAppDashboardService","54","SetCaptionIfPresent dashboardForm, LABEL_CARD_FRAMEWORK, ""FORM.FRMAPPDASHBOARD.FRAMEWORK"", ""Framework"""
"SetCaptionIfPresent","modAppDashboardService","55","SetCaptionIfPresent dashboardForm, LABEL_CARD_STATUS, ""FORM.FRMAPPDASHBOARD.STATUS"", ""Status"""
"IsTenantInitialized","modAppDashboardService","61","If modTenantContext.IsTenantInitialized Then"
"ComposeDisplayText","modAppDashboardService","62","ResolveTenantStatusText = ComposeDisplayText( _"
"ResolveTenantStatusText","modAppDashboardService","62","ResolveTenantStatusText = ComposeDisplayText( _"
"ResolveTenantStatusText","modAppDashboardService","66","ResolveTenantStatusText = ""n/a"""
"IsSessionInitialized","modAppDashboardService","71","If modSessionContext.IsSessionInitialized Then"
"ComposeDisplayText","modAppDashboardService","72","ResolveUserStatusText = ComposeDisplayText( _"
"ResolveUserStatusText","modAppDashboardService","72","ResolveUserStatusText = ComposeDisplayText( _"
"ResolveUserStatusText","modAppDashboardService","76","ResolveUserStatusText = ""n/a"""
"GetBackendPath","modAppDashboardService","83","backendPath = Trim$(modDb.GetBackendPath())"
"ValidateBackendConfiguration","modAppDashboardService","85","If modDb.ValidateBackendConfiguration() Then"
"ResolveBackendStatusText","modAppDashboardService","86","ResolveBackendStatusText = ""Ready"""
"ResolveBackendStatusText","modAppDashboardService","88","ResolveBackendStatusText = ResolveBackendStatusText & "" | "" & backendPath"
"ResolveBackendStatusText","modAppDashboardService","91","ResolveBackendStatusText = ""Unavailable | "" & backendPath"
"ResolveBackendStatusText","modAppDashboardService","93","ResolveBackendStatusText = ""n/a"""
"IsSessionInitialized","modAppDashboardService","100","If modSessionContext.IsSessionInitialized Then"
"ResolveFrameworkStatusText","modAppDashboardService","106","ResolveFrameworkStatusText = ""Bootstrap="" & IIf(IsBootstrapped, ""ready"", ""pending"") & _"
"NzText","modAppDashboardService","107",""" | Env="" & NzText(CurrentEnvironment) & _"
"NzText","modAppDashboardService","112","primaryValue = NzText(primaryValue)"
"NzText","modAppDashboardService","113","secondaryValue = NzText(secondaryValue)"
"ComposeDisplayText","modAppDashboardService","116","ComposeDisplayText = primaryValue & "" | "" & secondaryValue"
"ComposeDisplayText","modAppDashboardService","118","ComposeDisplayText = primaryValue"
"HasControl","modAppDashboardService","134","If Not HasControl(formInstance, ControlName) Then"
"HasControl","modAppDashboardService","161","If Not HasControl(formInstance, ControlName) Then"
"ResolveShellText","modAppDashboardService","165","formInstance.Controls(ControlName).Caption = modAppShell.ResolveShellText(translation_key, fallback_text)"
"HasControl","modAppDashboardService","181","HasControl = True"
"NzText","modAppDashboardService","191","NzText = defaultValue"
"NzText","modAppDashboardService","193","NzText = Trim$(Value)"
"ValidateForm","modFwValidationRuntime","25","ValidateForm = True"
"ControlSupportsValidation","modFwValidationRuntime","32","If ControlSupportsValidation(ctl) Then"
"NzString","modFwValidationRuntime","33","If LenB(Trim$(NzString(ctl.Tag))) > 0 Then"
"ValidateControl","modFwValidationRuntime","34","If Not ValidateControl(ctl) Then"
"TryFocusControl","modFwValidationRuntime","35","TryFocusControl ctl"
"ValidateForm","modFwValidationRuntime","36","ValidateForm = False"
"ValidateForm","modFwValidationRuntime","46","ValidateForm = False"
"HandleError","modFwValidationRuntime","47","modErrorHandler.HandleError MODULE_NAME, ""ValidateForm"", Err"
"ValidateForm","modFwValidationRuntime","47","modErrorHandler.HandleError MODULE_NAME, ""ValidateForm"", Err"
"ValidateControl","modFwValidationRuntime","61","ValidateControl = True"
"ControlSupportsValidation","modFwValidationRuntime","67","If Not ControlSupportsValidation(ctl) Then"
"NzString","modFwValidationRuntime","71","Set tagTokens = ParseTagTokens(NzString(ctl.Tag))"
"ParseTagTokens","modFwValidationRuntime","71","Set tagTokens = ParseTagTokens(NzString(ctl.Tag))"
"GetControlDisplayName","modFwValidationRuntime","80","displayName = GetControlDisplayName(ctl)"
"GetControlValue","modFwValidationRuntime","81","rawValue = GetControlValue(ctl)"
"NzString","modFwValidationRuntime","82","textValue = Trim$(NzString(rawValue))"
"HasTag","modFwValidationRuntime","84","If HasTag(tagTokens, TAG_REQUIRED) Then"
"IsMissingValue","modFwValidationRuntime","85","If IsMissingValue(ctl, rawValue) Then"
"ShowValidationFailure","modFwValidationRuntime","87","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","88","ValidateControl = False"
"HasTag","modFwValidationRuntime","97","If HasTag(tagTokens, TAG_MINLEN) Then"
"GetTagValue","modFwValidationRuntime","98","If TryParseLong(GetTagValue(tagTokens, TAG_MINLEN), minLen, ctl.Name, TAG_MINLEN) Then"
"TryParseLong","modFwValidationRuntime","98","If TryParseLong(GetTagValue(tagTokens, TAG_MINLEN), minLen, ctl.Name, TAG_MINLEN) Then"
"ShowValidationFailure","modFwValidationRuntime","101","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","102","ValidateControl = False"
"HasTag","modFwValidationRuntime","108","If HasTag(tagTokens, TAG_MAXLEN) Then"
"GetTagValue","modFwValidationRuntime","109","If TryParseLong(GetTagValue(tagTokens, TAG_MAXLEN), maxLen, ctl.Name, TAG_MAXLEN) Then"
"TryParseLong","modFwValidationRuntime","109","If TryParseLong(GetTagValue(tagTokens, TAG_MAXLEN), maxLen, ctl.Name, TAG_MAXLEN) Then"
"ShowValidationFailure","modFwValidationRuntime","112","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","113","ValidateControl = False"
"HasTag","modFwValidationRuntime","119","If HasTag(tagTokens, TAG_NUMERIC) Then"
"ShowValidationFailure","modFwValidationRuntime","122","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","123","ValidateControl = False"
"HasTag","modFwValidationRuntime","128","If HasTag(tagTokens, TAG_INTEGER) Then"
"ShowValidationFailure","modFwValidationRuntime","131","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","132","ValidateControl = False"
"HasTag","modFwValidationRuntime","137","If HasTag(tagTokens, TAG_DATE) Then"
"ShowValidationFailure","modFwValidationRuntime","140","ShowValidationFailure ctl, messageText"
"ValidateControl","modFwValidationRuntime","141","ValidateControl = False"
"ValidateControl","modFwValidationRuntime","149","ValidateControl = False"
"HandleError","modFwValidationRuntime","150","modErrorHandler.HandleError MODULE_NAME, ""ValidateControl"", Err"
"ValidateControl","modFwValidationRuntime","150","modErrorHandler.HandleError MODULE_NAME, ""ValidateControl"", Err"
"ParseTagTokens","modFwValidationRuntime","169","Set ParseTagTokens = tokens"
"LogInfo","modFwValidationRuntime","193","modLoggingHandler.LogInfo MODULE_NAME & "".ParseTagTokens"", _"
"ParseTagTokens","modFwValidationRuntime","193","modLoggingHandler.LogInfo MODULE_NAME & "".ParseTagTokens"", _"
"ParseTagTokens","modFwValidationRuntime","200","Set ParseTagTokens = tokens"
"HandleError","modFwValidationRuntime","204","modErrorHandler.HandleError MODULE_NAME, ""ParseTagTokens"", Err"
"ParseTagTokens","modFwValidationRuntime","204","modErrorHandler.HandleError MODULE_NAME, ""ParseTagTokens"", Err"
"ParseTagTokens","modFwValidationRuntime","205","Set ParseTagTokens = Nothing"
"HasTag","modFwValidationRuntime","215","HasTag = tagTokens.Exists(UCase$(Trim$(TagName)))"
"GetTagValue","modFwValidationRuntime","228","GetTagValue = NzString(tagTokens(UCase$(Trim$(TagName))))"
"NzString","modFwValidationRuntime","228","GetTagValue = NzString(tagTokens(UCase$(Trim$(TagName))))"
"GetCaptionPropertySafely","modFwValidationRuntime","244","CaptionValue = GetCaptionPropertySafely(ctl)"
"GetControlDisplayName","modFwValidationRuntime","246","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"GetTagPropertySafely","modFwValidationRuntime","246","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"ResolveDisplayCaption","modFwValidationRuntime","246","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"GetAttachedLabelCaption","modFwValidationRuntime","251","CaptionValue = GetAttachedLabelCaption(ctl)"
"GetAttachedLabelTag","modFwValidationRuntime","253","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetAttachedLabelTag(ctl))"
"GetControlDisplayName","modFwValidationRuntime","253","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetAttachedLabelTag(ctl))"
"ResolveDisplayCaption","modFwValidationRuntime","253","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetAttachedLabelTag(ctl))"
"GetCaptionPropertySafely","modFwValidationRuntime","257","CaptionValue = GetCaptionPropertySafely(ctl)"
"GetControlDisplayName","modFwValidationRuntime","259","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"GetTagPropertySafely","modFwValidationRuntime","259","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"ResolveDisplayCaption","modFwValidationRuntime","259","GetControlDisplayName = ResolveDisplayCaption(CaptionValue, GetTagPropertySafely(ctl))"
"GetControlDisplayName","modFwValidationRuntime","263","GetControlDisplayName = ctl.Name"
"GetControlDisplayName","modFwValidationRuntime","267","GetControlDisplayName = ctl.Name"
"GetControlDisplayName","modFwValidationRuntime","268","modErrorHandler.HandleError MODULE_NAME, ""GetControlDisplayName"", Err"
"HandleError","modFwValidationRuntime","268","modErrorHandler.HandleError MODULE_NAME, ""GetControlDisplayName"", Err"
"NzString","modFwValidationRuntime","272","CaptionValue = Trim$(NzString(CaptionValue))"
"ResolveCaptionText","modFwValidationRuntime","278","ResolveDisplayCaption = modFwTranslationRuntime.ResolveCaptionText( _"
"ResolveDisplayCaption","modFwValidationRuntime","278","ResolveDisplayCaption = modFwTranslationRuntime.ResolveCaptionText( _"
"GetCurrentLanguageCode","modFwValidationRuntime","281","modFwTranslationRuntime.GetCurrentLanguageCode())"
"GetAttachedLabelCaption","modFwValidationRuntime","292","GetAttachedLabelCaption = GetCaptionPropertySafely(ctl.Controls(0))"
"GetCaptionPropertySafely","modFwValidationRuntime","292","GetAttachedLabelCaption = GetCaptionPropertySafely(ctl.Controls(0))"
"GetAttachedLabelCaption","modFwValidationRuntime","297","GetAttachedLabelCaption = vbNullString"
"GetAttachedLabelTag","modFwValidationRuntime","308","GetAttachedLabelTag = GetTagPropertySafely(ctl.Controls(0))"
"GetTagPropertySafely","modFwValidationRuntime","308","GetAttachedLabelTag = GetTagPropertySafely(ctl.Controls(0))"
"GetAttachedLabelTag","modFwValidationRuntime","313","GetAttachedLabelTag = vbNullString"
"GetCaptionPropertySafely","modFwValidationRuntime","323","GetCaptionPropertySafely = NzString(ctl.Properties(""Caption"").Value)"
"NzString","modFwValidationRuntime","323","GetCaptionPropertySafely = NzString(ctl.Properties(""Caption"").Value)"
"GetCaptionPropertySafely","modFwValidationRuntime","327","GetCaptionPropertySafely = vbNullString"
"GetTagPropertySafely","modFwValidationRuntime","337","GetTagPropertySafely = NzString(ctl.Properties(""Tag"").Value)"
"NzString","modFwValidationRuntime","337","GetTagPropertySafely = NzString(ctl.Properties(""Tag"").Value)"
"GetTagPropertySafely","modFwValidationRuntime","341","GetTagPropertySafely = vbNullString"
"ControlSupportsValidation","modFwValidationRuntime","353","ControlSupportsValidation = True"
"GetControlValue","modFwValidationRuntime","363","GetControlValue = Null"
"GetControlValue","modFwValidationRuntime","367","GetControlValue = ctl.Value"
"GetControlValue","modFwValidationRuntime","371","GetControlValue = Null"
"IsMissingValue","modFwValidationRuntime","381","IsMissingValue = IsNull(rawValue)"
"IsMissingValue","modFwValidationRuntime","383","IsMissingValue = (LenB(Trim$(NzString(rawValue))) = 0)"
"NzString","modFwValidationRuntime","383","IsMissingValue = (LenB(Trim$(NzString(rawValue))) = 0)"
"NzString","modFwValidationRuntime","394","textValue = Trim$(NzString(textValue))"
"LogWarning","modFwValidationRuntime","396","modLoggingHandler.LogWarning MODULE_NAME & "".TryParseLong"", _"
"TryParseLong","modFwValidationRuntime","396","modLoggingHandler.LogWarning MODULE_NAME & "".TryParseLong"", _"
"LogWarning","modFwValidationRuntime","402","modLoggingHandler.LogWarning MODULE_NAME & "".TryParseLong"", _"
"TryParseLong","modFwValidationRuntime","402","modLoggingHandler.LogWarning MODULE_NAME & "".TryParseLong"", _"
"TryParseLong","modFwValidationRuntime","408","TryParseLong = True"
"HandleError","modFwValidationRuntime","412","modErrorHandler.HandleError MODULE_NAME, ""TryParseLong"", Err"
"TryParseLong","modFwValidationRuntime","412","modErrorHandler.HandleError MODULE_NAME, ""TryParseLong"", Err"
"LogWarning","modFwValidationRuntime","416","modLoggingHandler.LogWarning MODULE_NAME & "".ShowValidationFailure"", _"
"ShowValidationFailure","modFwValidationRuntime","416","modLoggingHandler.LogWarning MODULE_NAME & "".ShowValidationFailure"", _"
"NzString","modFwValidationRuntime","435","NzString = defaultValue"
"NzString","modFwValidationRuntime","437","NzString = CStr(Value)"
"CanWriteContacts","modContactRepository","40","If Not CanWriteContacts() Then"
"GetCurrentDatabase","modContactRepository","44","Set db = modDb.GetCurrentDatabase()"
"SetRecordsetValue","modContactRepository","48","SetRecordsetValue rs, FIELD_ADDRESS_ID, addressId"
"SetRecordsetValue","modContactRepository","49","SetRecordsetValue rs, FIELD_CONTACT_TYPE_CODE, UCase$(Trim$(contactTypeCode))"
"SetRecordsetValue","modContactRepository","50","SetRecordsetValue rs, FIELD_CONTACT_VALUE, Trim$(ContactValue)"
"SetRecordsetValue","modContactRepository","51","SetRecordsetValue rs, FIELD_IS_PRIMARY, IsPrimary"
"SetRecordsetValue","modContactRepository","52","SetRecordsetValue rs, FIELD_REMARKS, Trim$(remarks)"
"SetRecordsetValue","modContactRepository","53","SetRecordsetValue rs, FIELD_CREATED_AT, Now()"
"ResolveCreatedBy","modContactRepository","54","SetRecordsetValue rs, FIELD_CREATED_BY, ResolveCreatedBy()"
"SetRecordsetValue","modContactRepository","54","SetRecordsetValue rs, FIELD_CREATED_BY, ResolveCreatedBy()"
"RecordsetHasField","modContactRepository","58","If modDaoHelper.RecordsetHasField(rs, FIELD_CONTACT_ID) Then"
"CreateContact","modContactRepository","59","CreateContact = modDaoHelper.NzLong(rs.Fields(FIELD_CONTACT_ID).Value, 0)"
"NzLong","modContactRepository","59","CreateContact = modDaoHelper.NzLong(rs.Fields(FIELD_CONTACT_ID).Value, 0)"
"CreateContact","modContactRepository","62","modLoggingHandler.LogInfo MODULE_NAME & "".CreateContact"", _"
"LogInfo","modContactRepository","62","modLoggingHandler.LogInfo MODULE_NAME & "".CreateContact"", _"
"CreateContact","modContactRepository","63","""Contact created. ContactId="" & CStr(CreateContact) & "", AddressId="" & CStr(addressId) & ""."""
