"ModuleName","ProcedureName","Kind","Visibility","Signature","ReturnType","Parameters","ParameterCount","StartLine","EndLine","CodeLines","CommentLines","CallSiteCount","CallingModules","UsesCurrentDb","UsesExplicitDaoDatabase","UsesPrivateModuleVariables","HasErrorHandling","HasLogging","SideEffects"
"modBasicModuleSchema","EnsureTemporaryOrderHeaderSchema","Function","Private","Private Function EnsureTemporaryOrderHeaderSchema(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","939","985","43","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","EnsureTemporaryOrderLineSchema","Function","Private","Private Function EnsureTemporaryOrderLineSchema(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","987","1024","34","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","VerifyRequiredOrderFields","Function","Private","Private Function VerifyRequiredOrderFields(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1026","1049","19","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","CleanupLegacyOrderSchema","Function","Private","Private Function CleanupLegacyOrderSchema(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1051","1071","15","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","EnsureOrderHeaderIndexes","Function","Private","Private Function EnsureOrderHeaderIndexes(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1073","1100","15","0","3","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","EnsureOrderLineIndexes","Function","Private","Private Function EnsureOrderLineIndexes(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1102","1123","12","0","3","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","EnsureTemporaryOrderHeaderIndexes","Function","Private","Private Function EnsureTemporaryOrderHeaderIndexes(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1125","1138","8","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","EnsureTemporaryOrderLineIndexes","Function","Private","Private Function EnsureTemporaryOrderLineIndexes(ByVal db As DAO.Database) As Boolean","Boolean","ByVal db As DAO.Database","1","1140","1155","9","0","4","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","TableExists","Function","Private","Private Function TableExists(ByVal db As DAO.Database, ByVal tableName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String","2","1157","1172","12","0","114","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","False","False","","True","False",""
"modBasicModuleSchema","FieldExists","Function","Private","Private Function FieldExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String","3","1174","1192","15","0","51","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modFwSetup; modMigrationPaymentTerms; modMigrationTranslations","False","False","","True","False",""
"modBasicModuleSchema","EnsureTextField","Function","Private","Private Function EnsureTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal FieldSize As Long, ByVal defaultValue As String, ByVal updateNullValues As Boolean) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal FieldSize As Long; ByVal defaultValue As String; ByVal updateNullValues As Boolean","6","1194","1216","18","0","65","modBasicModuleSchema; modDocumentCalculationService","False","False","","True","True","DB_EXECUTE;DB_MUTATION"
"modBasicModuleSchema","EnsureLongField","Function","Private","Private Function EnsureLongField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Long, ByVal updateNullValues As Boolean) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal defaultValue As Long; ByVal updateNullValues As Boolean","5","1218","1251","25","0","29","modBasicModuleSchema","False","False","","True","True","DB_EXECUTE;DB_MUTATION"
"modBasicModuleSchema","EnsureDoubleField","Function","Private","Private Function EnsureDoubleField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Double, ByVal updateNullValues As Boolean) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal defaultValue As Double; ByVal updateNullValues As Boolean","5","1253","1276","18","0","10","modBasicModuleSchema","False","False","","True","True","DB_EXECUTE;DB_MUTATION"
"modBasicModuleSchema","EnsureCurrencyField","Function","Private","Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency, ByVal updateNullValues As Boolean) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal defaultValue As Currency; ByVal updateNullValues As Boolean","5","1278","1301","18","0","52","modBasicModuleSchema; modDocumentCalculationService","False","False","","True","True","DB_EXECUTE;DB_MUTATION"
"modBasicModuleSchema","EnsureDateField","Function","Private","Private Function EnsureDateField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Date, ByVal updateNullValues As Boolean) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal defaultValue As Date; ByVal updateNullValues As Boolean","5","1303","1333","24","0","20","modBasicModuleSchema","False","False","","True","True","DB_EXECUTE;DB_MUTATION"
"modBasicModuleSchema","EnsureLongTextField","Function","Private","Private Function EnsureLongTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String","3","1335","1350","12","0","10","modBasicModuleSchema","False","False","","True","True","DB_EXECUTE"
"modBasicModuleSchema","ApplyFieldDefaultValue","Sub","Private","Private Sub ApplyFieldDefaultValue(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal DefaultValueExpression As String)","","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal DefaultValueExpression As String","4","1352","1356","3","0","7","modBasicModuleSchema; modDocumentCalculationService","False","False","","True","False",""
"modBasicModuleSchema","EnsureRequiredFieldExists","Function","Private","Private Function EnsureRequiredFieldExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String","3","1358","1373","11","0","21","modBasicModuleSchema","False","False","","True","True",""
"modBasicModuleSchema","DropFieldIfExists","Sub","Private","Private Sub DropFieldIfExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String)","","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String","3","1375","1393","13","0","10","modBasicModuleSchema","False","False","","True","True","DB_EXECUTE"
"modBasicModuleSchema","EnsureIndexWhenFieldExists","Sub","Private","Private Sub EnsureIndexWhenFieldExists(     ByVal db As DAO.Database,     ByVal tableName As String,     ByVal fieldName As String,     ByVal indexName As String,     ByVal SqlText As String)","","ByVal db As DAO.Database; ByVal tableName As String; ByVal fieldName As String; ByVal indexName As String; ByVal SqlText As String","5","1395","1416","11","0","23","modBasicModuleSchema","False","False","","True","True",""
"modBasicModuleSchema","IsLinkedAccessTable","Function","Private","Private Function IsLinkedAccessTable(ByVal db As DAO.Database, ByVal tableName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String","2","1418","1433","11","0","6","modBackendLinker; modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","ResolveLinkedTableBackendPath","Function","Private","Private Function ResolveLinkedTableBackendPath(ByVal db As DAO.Database, ByVal tableName As String) As String","String","ByVal db As DAO.Database; ByVal tableName As String","2","1435","1456","16","0","3","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","NormalizePath","Function","Private","Private Function NormalizePath(ByVal pathText As String) As String","String","ByVal pathText As String","1","1458","1460","2","0","2","modBasicModuleSchema","False","False","","False","False",""
"modBasicModuleSchema","OpenOrCreateAccessDatabase","Function","Private","Private Function OpenOrCreateAccessDatabase(ByVal databasePath As String) As DAO.Database","DAO.Database","ByVal databasePath As String","1","1462","1475","11","0","5","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","ResolveDatabasePath","Function","Private","Private Function ResolveDatabasePath(ByVal db As DAO.Database) As String","String","ByVal db As DAO.Database","1","1477","1489","10","0","8","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","RefreshTableDefinition","Sub","Private","Private Sub RefreshTableDefinition(ByVal db As DAO.Database, ByVal tableName As String)","","ByVal db As DAO.Database; ByVal tableName As String","2","1491","1503","9","0","3","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","LogTableFieldNames","Sub","Private","Private Sub LogTableFieldNames(ByVal db As DAO.Database, ByVal tableName As String, ByVal SourceProcedure As String)","","ByVal db As DAO.Database; ByVal tableName As String; ByVal SourceProcedure As String","3","1505","1528","17","0","1","modBasicModuleSchema","False","False","","True","True",""
"modBasicModuleSchema","ExecuteCreateIndexIfMissing","Sub","Private","Private Sub ExecuteCreateIndexIfMissing(     ByVal db As DAO.Database,     ByVal tableName As String,     ByVal indexName As String,     ByVal SqlText As String)","","ByVal db As DAO.Database; ByVal tableName As String; ByVal indexName As String; ByVal SqlText As String","4","1530","1547","10","0","18","modBasicModuleSchema","False","False","","True","False",""
"modBasicModuleSchema","IndexExists","Function","Private","Private Function IndexExists(     ByVal db As DAO.Database,     ByVal tableName As String,     ByVal indexName As String) As Boolean","Boolean","ByVal db As DAO.Database; ByVal tableName As String; ByVal indexName As String","3","1549","1573","17","0","12","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modMigrationPaymentTerms","False","False","","True","False",""
"modBasicModuleSchema","ExecuteDdl","Sub","Private","Private Sub ExecuteDdl(ByVal db As DAO.Database, ByVal SqlText As String)","","ByVal db As DAO.Database; ByVal SqlText As String","2","1575","1593","15","0","17","modBasicModuleSchema","False","False","","True","False","DB_EXECUTE"
"modBasicModuleSchema","SqlText","Function","Private","Private Function SqlText(ByVal valueText As String) As String","String","ByVal valueText As String","1","1595","1597","2","0","356","modAppNavigationService; modAppShell; modArticleGroupService; modArticleService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modOrderCalculationService; modOrderRepository; modSqlHelper","False","False","","False","False",""
"modBootstrap","BootstrapApplication","Function","Public","Public Function BootstrapApplication(Optional ByVal IniPath As String = vbNullString) As Boolean","Boolean","Optional ByVal IniPath As String = vbNullString","1","14","61","35","0","15","modBootstrap","False","False","","True","True",""
"modBootstrap","EnsureBootstrapped","Function","Public","Public Function EnsureBootstrapped(Optional ByVal IniPath As String = vbNullString) As Boolean","Boolean","Optional ByVal IniPath As String = vbNullString","1","63","69","6","0","3","modAppShell; modBootstrap","False","False","","False","False",""
"modConfigIni","InitializeConfiguration","Function","Public","Public Function InitializeConfiguration(Optional ByVal IniPath As String = vbNullString) As Boolean","Boolean","Optional ByVal IniPath As String = vbNullString","1","33","54","16","0","5","modBootstrap; modConfigIni","False","False","","True","False",""
"modConfigIni","ResolveConfigPath","Function","Public","Public Function ResolveConfigPath(Optional ByVal IniPath As String = vbNullString) As String","String","Optional ByVal IniPath As String = vbNullString","1","56","76","17","0","5","modConfigIni","False","False","","False","False",""
"modConfigIni","GetIniString","Function","Public","Public Function GetIniString(ByVal SectionName As String, ByVal keyName As String, Optional ByVal defaultValue As String = vbNullString, Optional ByVal IniPath As String = vbNullString) As String","String","ByVal SectionName As String; ByVal keyName As String; Optional ByVal defaultValue As String = vbNullString; Optional ByVal IniPath As String = vbNullString","4","78","104","21","0","9","modConfigIni; modLicenseHandler","False","False","","True","False",""
"modConfigIni","GetConfigValue","Function","Public","Public Function GetConfigValue(ByVal SectionName As String, ByVal keyName As String, Optional ByVal defaultValue As String = vbNullString, Optional ByVal IniPath As String = vbNullString) As String","String","ByVal SectionName As String; ByVal keyName As String; Optional ByVal defaultValue As String = vbNullString; Optional ByVal IniPath As String = vbNullString","4","106","108","2","0","15","modConfigIni; modDb; modFwDiagnostics; modFwTranslationRuntime; modSessionContext; modTenantContext","False","False","","False","False",""
"modConfigIni","GetIniBoolean","Function","Public","Public Function GetIniBoolean(ByVal SectionName As String, ByVal keyName As String, Optional ByVal defaultValue As Boolean = False, Optional ByVal IniPath As String = vbNullString) As Boolean","Boolean","ByVal SectionName As String; ByVal keyName As String; Optional ByVal defaultValue As Boolean = False; Optional ByVal IniPath As String = vbNullString","4","110","123","11","0","7","modConfigIni; modFwDiagnostics; modLicenseHandler","False","False","","False","False",""
"modConfigIni","GetIniLong","Function","Public","Public Function GetIniLong(ByVal SectionName As String, ByVal keyName As String, Optional ByVal defaultValue As Long = 0, Optional ByVal IniPath As String = vbNullString) As Long","Long","ByVal SectionName As String; ByVal keyName As String; Optional ByVal defaultValue As Long = 0; Optional ByVal IniPath As String = vbNullString","4","125","134","8","0","2","modConfigIni","False","False","","False","False",""
"modConfigIni","NormalizeToken","Function","Private","Private Function NormalizeToken(ByVal Value As String) As String","String","ByVal Value As String","1","136","138","2","0","3","modConfigIni","False","False","","False","False",""
"modConfigIni","BoolToIni","Function","Private","Private Function BoolToIni(ByVal Value As Boolean) As String","String","ByVal Value As Boolean","1","140","146","6","0","3","modConfigIni","False","False","","False","False",""
"modConfigIni","NormalizeLogLevel","Function","Private","Private Function NormalizeLogLevel(ByVal Value As String) As String","String","ByVal Value As String","1","148","157","9","0","4","modConfigIni","False","False","","False","False",""
"modContactRepository","CreateContact","Function","Public","Public Function CreateContact(     ByVal addressId As Long,     ByVal contactTypeCode As String,     ByVal ContactValue As String,     Optional ByVal IsPrimary As Boolean = False,     Optional ByVal remarks As String = """" ) As Long","Long","ByVal addressId As Long; ByVal contactTypeCode As String; ByVal ContactValue As String; Optional ByVal IsPrimary As Boolean = False; Optional ByVal remarks As String = """"","5","24","76","36","0","5","modContactRepository","False","True","","True","True","DB_MUTATION"
"modContactRepository","GetPrimaryContactValue","Function","Public","Public Function GetPrimaryContactValue(ByVal addressId As Long, ByVal contactTypeCode As String, Optional ByVal defaultValue As String = """") As String","String","ByVal addressId As Long; ByVal contactTypeCode As String; Optional ByVal defaultValue As String = """"","3","78","127","40","0","4","modContactRepository","False","True","","True","False",""
"modContactRepository","ContactExists","Function","Public","Public Function ContactExists(ByVal ContactId As Long) As Boolean","Boolean","ByVal ContactId As Long","1","129","159","23","0","5","modContactRepository; modDemoDataSeeder","False","True","","True","False",""
"modContactRepository","CanReadContacts","Function","Private","Private Function CanReadContacts() As Boolean","Boolean","","0","161","175","10","0","6","modContactRepository","False","False","","False","True",""
"modContactRepository","CanWriteContacts","Function","Private","Private Function CanWriteContacts() As Boolean","Boolean","","0","177","179","2","0","2","modContactRepository","False","False","","False","False",""
"modContactRepository","TableExists","Function","Private","Private Function TableExists(ByVal tableName As String) As Boolean","Boolean","ByVal tableName As String","1","181","204","19","0","114","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","False","True","","True","False",""
"modContactRepository","SetRecordsetValue","Sub","Private","Private Sub SetRecordsetValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal fieldValue As Variant)","","ByVal rs As DAO.Recordset; ByVal fieldName As String; ByVal fieldValue As Variant","3","206","210","4","0","151","modAddressRepository; modContactRepository; modDocumentCalculationService; modDocumentRepository; modOrderCalculationService; modOrderRepository","False","False","","False","False",""
"modContactRepository","ResolveFieldValue","Function","Private","Private Function ResolveFieldValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal defaultValue As String) As String","String","ByVal rs As DAO.Recordset; ByVal fieldName As String; ByVal defaultValue As String","3","212","218","6","0","10","modAddressRepository; modContactRepository","False","False","","False","False",""
"modContactRepository","ResolveCreatedBy","Function","Private","Private Function ResolveCreatedBy() As String","String","","0","220","226","6","0","9","modAddressRepository; modContactRepository; modDocumentRepository","False","False","","False","False",""
"modCurrencyFormatService","FormatCurrencyAmount","Function","Public","Public Function FormatCurrencyAmount(     ByVal Amount As Currency,     ByVal CurrencyCode As String ) As String","String","ByVal Amount As Currency; ByVal CurrencyCode As String","2","30","57","17","0","5","modCurrencyFormatService","False","False","","True","True",""
"modCurrencyFormatService","NormalizeCurrencyCode","Function","Public","Public Function NormalizeCurrencyCode(ByVal CurrencyCode As String) As String","String","ByVal CurrencyCode As String","1","59","75","11","0","9","modCurrencyFormatService","False","False","","True","True",""
"modCurrencyFormatService","GetCurrencyFormat","Function","Private","Private Function GetCurrencyFormat(ByVal CurrencyCode As String) As tCurrencyFormat","tCurrencyFormat","ByVal CurrencyCode As String","1","77","141","37","0","11","modCurrencyFormatService","True","False","","True","True",""
"modCurrencyFormatService","GetCurrencyFormatFallback","Function","Private","Private Function GetCurrencyFormatFallback(ByVal CurrencyCode As String) As tCurrencyFormat","tCurrencyFormat","ByVal CurrencyCode As String","1","143","162","15","0","12","modCurrencyFormatService","False","False","","True","False",""
"modCurrencyFormatService","FormatNumberCustom","Function","Private","Private Function FormatNumberCustom(     ByVal Amount As Currency,     ByRef fmt As tCurrencyFormat ) As String","String","ByVal Amount As Currency; ByRef fmt As tCurrencyFormat","2","164","215","37","0","6","modCurrencyFormatService","False","False","","True","True",""
"modCurrencyFormatService","AddThousands","Function","Private","Private Function AddThousands(ByVal valueText As String, ByVal sep As String) As String","String","ByVal valueText As String; ByVal sep As String","2","217","249","24","0","6","modCurrencyFormatService","False","False","","True","True",""
"modDaoHelper","NzString","Function","Public","Public Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String","String","ByVal Value As Variant; Optional ByVal defaultValue As String = """"","2","14","27","11","0","202","modAddressRepository; modAppNavigationService; modAppShell; modArticleGroupService; modArticleService; modContactRepository; modDaoHelper; modDeepLTranslationService; modDocumentCalculationService; modDocumentRepository; modFormLocalization; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modFwValidationRuntime; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modTenantRepository; modTranslationService; modUserRepository","False","False","","True","False",""
"modDaoHelper","NzLong","Function","Public","Public Function NzLong(ByVal Value As Variant, Optional ByVal defaultValue As Long = 0) As Long","Long","ByVal Value As Variant; Optional ByVal defaultValue As Long = 0","2","29","44","13","0","38","modAddressRepository; modAppNavigationService; modArticleGroupService; modArticleService; modContactRepository; modDaoHelper; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwSetup; modFwTranslationAuditService; modFwTranslationTagGeneratorService; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository","False","False","","True","False",""
"modDaoHelper","NzBoolean","Function","Public","Public Function NzBoolean(ByVal Value As Variant, Optional ByVal defaultValue As Boolean = False) As Boolean","Boolean","ByVal Value As Variant; Optional ByVal defaultValue As Boolean = False","2","46","66","18","0","17","modAppNavigationService; modContactRepository; modDaoHelper; modFwTranslationTagGeneratorService; modNumberingHandler; modNumberRangeRepository; modOrderRepository; modTranslationService; modUserRepository","False","False","","True","False",""
"modDaoHelper","RecordsetHasField","Function","Public","Public Function RecordsetHasField(ByVal rs As DAO.Recordset, ByVal fieldName As String) As Boolean","Boolean","ByVal rs As DAO.Recordset; ByVal fieldName As String","2","68","90","18","0","77","modAddressRepository; modContactRepository; modDaoHelper; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwTranslationAuditService; modFwTranslationEditService; modMigrationTranslations; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modTenantRepository; modTranslationService; modUserRepository","False","False","","True","False",""
"modDb","GetCurrentDatabase","Function","Public","Public Function GetCurrentDatabase() As DAO.Database","DAO.Database","","0","18","27","7","0","67","modAddressRepository; modBackendLinker; modContactRepository; modDb; modDocumentCalculationService; modDocumentRepository; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modOutputPathService; modTenantRepository; modTranslationService; modUserRepository","True","False","","True","False",""
"modDb","GetBackendPath","Function","Public","Public Function GetBackendPath() As String","String","","0","29","44","12","0","12","modAppDashboardService; modAppShell; modBackendLinker; modBasicModuleSchema; modDb; modFwDiagnostics","False","False","","True","False",""
"modDb","BackendExists","Function","Public","Public Function BackendExists() As Boolean","Boolean","","0","46","63","13","0","5","modDb","False","False","","True","True",""
"modDb","ValidateBackendConfiguration","Function","Public","Public Function ValidateBackendConfiguration() As Boolean","Boolean","","0","65","100","25","0","31","modAddressRepository; modAppDashboardService; modAppShell; modBackendLinker; modContactRepository; modDb; modDocumentCalculationService; modDocumentPostingHandler; modDocumentRepository; modNumberRangeRepository; modOrderRepository; modOutputPathService; modPdfExportService; modTenantRepository; modUserRepository","False","False","","True","True",""
"modDb","BuildValidationContext","Function","Private","Private Function BuildValidationContext() As String","String","","0","102","118","13","0","2","modDb","False","False","","False","False",""
"modDb","ShouldLogSuccessfulValidation","Function","Private","Private Function ShouldLogSuccessfulValidation(ByVal backendPath As String, ByVal ValidationContext As String) As Boolean","Boolean","ByVal backendPath As String; ByVal ValidationContext As String","2","120","138","14","0","2","modDb","False","False","mLastValidationSucceeded;mLastValidatedBackendPath;mLastValidationContext","False","False",""
"modDb","ResetBackendValidationLogGuard","Sub","Private","Private Sub ResetBackendValidationLogGuard()","","","0","140","144","4","0","3","modDb","False","False","mLastValidatedBackendPath;mLastValidationContext;mLastValidationSucceeded","False","False",""
"modDeepLTranslationService","ResolveDeepLApiKey","Function","Public","Public Function ResolveDeepLApiKey() As String","String","","0","25","34","7","0","4","modDeepLTranslationService","False","False","","True","False",""
"modDeepLTranslationService","ResolveDeepLBaseUrl","Function","Public","Public Function ResolveDeepLBaseUrl() As String","String","","0","36","56","15","0","4","modDeepLTranslationService","False","False","","True","False",""
"modDeepLTranslationService","TranslateText","Function","Public","Public Function TranslateText(     ByVal sourceText As String,     ByVal sourceLang As String,     ByVal targetLang As String,     Optional ByVal contextText As String = """") As String","String","ByVal sourceText As String; ByVal sourceLang As String; ByVal targetLang As String; Optional ByVal contextText As String = """"","4","58","129","49","0","10","modDeepLTranslationService","False","False","","True","True",""
"modDeepLTranslationService","SuggestMissingTranslations","Function","Public","Public Function SuggestMissingTranslations(     ByVal sourceText As String,     Optional ByVal sourceLang As String = LANGUAGE_DE_CH,     Optional ByVal existingEnUs As String = """",     Optional ByVal existingFrFr As String = """",     Optional ByVal contextText As String = """",     Optional ByVal overwriteFilledTargets As Boolean = False) As Object","Object","ByVal sourceText As String; Optional ByVal sourceLang As String = LANGUAGE_DE_CH; Optional ByVal existingEnUs As String = """"; Optional ByVal existingFrFr As String = """"; Optional ByVal contextText As String = """"; Optional ByVal overwriteFilledTargets As Boolean = False","6","131","164","20","0","3","modDeepLTranslationService","False","False","","True","False",""
"modDeepLTranslationService","BuildTranslateRequestBody","Function","Private","Private Function BuildTranslateRequestBody(     ByVal sourceText As String,     ByVal sourceLang As String,     ByVal targetLang As String,     ByVal contextText As String) As String","String","ByVal sourceText As String; ByVal sourceLang As String; ByVal targetLang As String; ByVal contextText As String","4","166","182","9","0","6","modDeepLTranslationService","False","False","","False","False",""
"modDeepLTranslationService","ResolveDeepLLanguageCode","Function","Private","Private Function ResolveDeepLLanguageCode(ByVal languageCode As String, ByVal isTargetLanguage As Boolean) As String","String","ByVal languageCode As String; ByVal isTargetLanguage As Boolean","2","184","203","18","0","8","modDeepLTranslationService","False","False","","False","False",""
"modDeepLTranslationService","ShouldSuggestTarget","Function","Private","Private Function ShouldSuggestTarget(ByVal existingValue As String, ByVal overwriteFilledTargets As Boolean) As Boolean","Boolean","ByVal existingValue As String; ByVal overwriteFilledTargets As Boolean","2","205","208","3","0","3","modDeepLTranslationService","False","False","","False","False",""
"modDeepLTranslationService","ExtractTranslatedText","Function","Private","Private Function ExtractTranslatedText(ByVal responseText As String) As String","String","ByVal responseText As String","1","210","239","23","0","4","modDeepLTranslationService","False","False","","True","False","DB_EXECUTE"
"modDeepLTranslationService","DecodeUtf8ResponseBody","Function","Private","Private Function DecodeUtf8ResponseBody(ByVal responseBody As Variant) As String","String","ByVal responseBody As Variant","1","241","268","23","0","3","modDeepLTranslationService","False","False","","True","False",""
"modDeepLTranslationService","JsonEscape","Function","Private","Private Function JsonEscape(ByVal valueText As String) As String","String","ByVal valueText As String","1","270","282","12","0","5","modDeepLTranslationService","False","False","","False","False",""
"modDeepLTranslationService","JsonUnescape","Function","Private","Private Function JsonUnescape(ByVal valueText As String) As String","String","ByVal valueText As String","1","284","295","11","0","2","modDeepLTranslationService","False","False","","False","False",""
"modDemoDataSeeder","SeedDemoData","Sub","Public","Public Sub SeedDemoData(Optional ByVal TenantCode As String = ""DEMO_CH"")","","Optional ByVal TenantCode As String = ""DEMO_CH""","1","57","59","2","0","0","","False","False","","False","False",""
"modDemoDataSeeder","SeedDemoDataSafe","Sub","Public","Public Sub SeedDemoDataSafe(Optional ByVal TenantCode As String = ""DEMO_CH"")","","Optional ByVal TenantCode As String = ""DEMO_CH""","1","61","101","28","0","3","modDemoDataSeeder","True","True","","True","False","TRANSACTION;MESSAGE_BOX"
"modDemoDataSeeder","ResetAndSeedDemoData","Sub","Public","Public Sub ResetAndSeedDemoData(Optional ByVal TenantCode As String = ""DEMO_CH"")","","Optional ByVal TenantCode As String = ""DEMO_CH""","1","103","149","32","0","2","modDemoDataSeeder","True","True","","True","False","MESSAGE_BOX;TRANSACTION"
"modDemoDataSeeder","SeedProductGroups","Sub","Public","Public Sub SeedProductGroups()","","","0","151","199","35","2","4","modDemoDataSeeder","True","True","","True","True","TRANSACTION;MESSAGE_BOX"
"modDemoDataSeeder","SeedArticles","Sub","Public","Public Sub SeedArticles()","","","0","201","261","46","1","2","modDemoDataSeeder","True","True","","True","True","TRANSACTION;MESSAGE_BOX"
"modDemoDataSeeder","SeedDemoSalesOrder","Sub","Public","Public Sub SeedDemoSalesOrder()","","","0","263","354","55","0","3","modDemoDataSeeder","True","True","mAddressBillingCh;mInsertedCount;mSkippedExistingCount","True","True","TRANSACTION;MESSAGE_BOX"
"modDemoDataSeeder","ValidateRequiredSchema","Sub","Private","Private Sub ValidateRequiredSchema(ByVal db As DAO.Database)","","ByVal db As DAO.Database","1","356","395","36","0","2","modDemoDataSeeder","False","False","","False","False",""
"modDemoDataSeeder","EnsureTenantParameters","Sub","Private","Private Sub EnsureTenantParameters(ByVal db As DAO.Database, ByVal TenantCode As String)","","ByVal db As DAO.Database; ByVal TenantCode As String","2","397","413","15","0","2","modDemoDataSeeder","False","False","","False","False",""
"modDemoDataSeeder","EnsureAddresses","Sub","Private","Private Sub EnsureAddresses(ByVal db As DAO.Database)","","ByVal db As DAO.Database","1","415","421","6","0","3","modDemoDataSeeder","False","False","mAddressBillingCh;mAddressShippingCh;mAddressBillingDe;mAddressShippingFr;mAddressBillingUs","False","False",""
